unicorn_venture,founders_2_or_3,founders_4_or_more,prior_employer_prominence_ln,prior_vc_backing,founders_years_work_exp_ln,founders_founding_experience_b,founders_linkedin_jobs_missing,mba,technical_masters,technical_doctorate,founders_educ_us_news,founders_linkedin_educ_missing,has_female,num_grabs_before_vc_rnd_ln,cb_cat_media_and_entertainment,cb_cat_video,cb_cat_commerce_and_shopping,cb_cat_internet_services,cb_cat_real_estate,cb_cat_education,cb_cat_manufacturing,cb_cat_science_and_engineering,cb_cat_consumer_electronics,cb_cat_content_and_publishing,cb_cat_hardware,cb_cat_software,cb_cat_financial_services,cb_cat_mobile,cb_cat_artificial_intelligence,cb_cat_data_and_analytics,cb_cat_information_technology,cb_cat_sales_and_marketing,cb_cat_health_care,cb_cat_apps,cb_cat_messaging_and_telecommuni,cb_cat_government_and_military,cb_cat_transportation,cb_cat_events,cb_cat_advertising,cb_cat_design,cb_cat_lending_and_investments,cb_cat_energy,cb_cat_agriculture_and_farming,cb_cat_biotechnology,cb_cat_food_and_beverage,cb_cat_professional_services,cb_cat_privacy_and_security,cb_cat_natural_resources,cb_cat_community_and_lifestyle,cb_cat_sports,cb_cat_sustainability,cb_cat_travel_and_tourism,cb_cat_clothing_and_apparel,cb_cat_consumer_goods,cb_cat_platforms,cb_cat_navigation_and_mapping,cb_cat_payments,cb_cat_administrative_services,cb_cat_gaming,cb_cat_na,cb_cat_music_and_audio,status_ranking_scaled,raised_amount_usd_m_ln,prev_raised_m_ln,cb_round_year,venture_age_at_round,round_had_revenue,round_profitable,pb_accel_incubator,state_california,state_ny,state_ma,state_tx,state_wa
0,0,0,2.9957323,0,2.7681267,0,0,0,0,0,44.400002,0,0,1.3862944,0.14285715,0,0.14285715,0,0,0,0,0,0,0.14285715,0,0.14285715,0,0.14285715,0,0,0,0.14285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285715,0,0,0,0,0,0,0,0.69314718,0.55961579,2014,2,1,0,0,0,0,0,0,0
0,1,0,5.7235851,0,2.0484879,1,0,1,1,0,99.199997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333334,0,0,0,0,0.33333334,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9000001,0.9932518,0,2013,1,1,0,0,1,0,0,0,0
0,1,0,4.4659081,0,3.6449847,0,0,1,0,0,71.199997,0,1,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4350846,1.392525,2013,1,1,0,0,0,0,0,1,0
0,0,0,0.69314718,0,2.0285087,0,0,0,0,0,60.400002,0,0,3.2188759,0,0,0,0,0,0,0,0,0,0,0,0.33333334,0,0,0,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.0794415,0.11332869,2016,2,1,0,1,0,0,0,0,0
0,1,0,4.9272537,0,3.0826638,0,0,0,1,0,58,0,0,3.1354942,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91629076,0,2012,1,1,0,0,1,0,0,0,0
0,0,0,0.69314718,0,3.2017436,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74193734,0,2014,2,0,0,1,1,0,0,0,0
0,0,0,3.5553482,0,2.8341799,0,0,1,0,0,99.199997,0,0,0,0,0,0.33333334,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58133334,0.9932518,0,2010,1,0,0,0,0,1,0,0,0
1,0,0,3.5553482,0,2.8340187,1,0,0,1,0,91.699997,0,0,0.69314718,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1.88,1.1314021,0,2007,2,1,0,0,1,0,0,0,0
0,0,0,4.1896548,0,2.7054899,1,0,0,0,0,91.699997,0,0,1.0986123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4747401,0,2013,2,1,1,1,1,0,0,0,0
0,1,0,2.3025851,0,2.6997972,0,0,1,0,0,47,0,0,0.69314718,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9400001,2.1972246,0,2014,1,1,0,0,1,0,0,0,0
0,0,0,1.3862944,0,3.4297361,0,0,0,0,0,99.199997,0,0,0,0,0,0,0,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333334,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,2.1972246,2.7725887,2014,1,1,0,0,1,0,0,0,0
0,1,0,4.9272537,0,1.9213448,0,0,0,0,0,65.699997,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1.0986123,0.33647224,2014,2,0,0,0,0,1,0,0,0
,0,0,1.6094379,0,1.6497118,0,0,0,0,0,71.199997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333334,0,0.33333334,0,0,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69314718,0.18232156,2015,3,,,0,1,0,0,0,0
0,0,0,0.69314718,0,1.4467578,0,0,0,0,0,61.299999,0,0,2.5649493,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379,0.4054651,2007,3,1,0,0,1,0,0,0,0
0,1,0,1.6094379,0,2.8493595,1,0,1,0,0,28,0,0,1.0986123,0,0,0.33333334,0,0,0,0,0,0,0,0,0.33333334,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6900001,1.0986123,0,2016,2,1,0,0,1,0,0,0,0
0,0,0,0.69314718,0,2.3835969,1,0,0,0,0,28,0,0,0.69314718,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8099999,1.3862944,0,2016,1,1,0,0,1,0,0,0,0
0,0,0,4.9272537,0,2.7641628,1,0,0,1,0,91.699997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.16666667,0,0.16666667,0,0,0,0,0.16666667,0.16666667,0,0,0.16666667,0,0,0,0,0,0,0,0,0,0,0,0.16666667,0,0,0,0,0,0,0,0,0,0,0,0,2.8199999,1.178655,0,2016,3,1,0,1,1,0,0,0,0
0,1,0,4.4188404,0,2.199657,1,0,0,1,0,91.699997,0,0,2.3025851,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,3,0.83290911,0,2012,2,0,0,0,1,0,0,0,0
0,0,0,0,0,2.4655423,0,0,0,0,0,41.299999,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.75377178,0,2013,1,0,0,0,0,0,1,0,0
0,0,0,1.3862944,0,2.2750871,0,0,0,1,1,68.400002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1.02,0.83290911,0,2016,3,1,0,1,1,0,0,0,0
0,1,0,1.0986123,0,1.8201206,1,0,0,0,0,28,0,0,1.6094379,0,0,0,0,0,0,0,0,0.14285715,0,0.14285715,0.14285715,0,0,0,0.14285715,0.14285715,0.14285715,0,0.14285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.78845733,0.019802628,2014,1,0,0,1,0,0,0,0,0
0,1,0,5.4293456,0,2.4648438,1,0,1,0,0,100,0,1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,2.9400001,1.8870697,0,2013,1,1,0,0,1,0,0,0,0
0,1,0,1.3862944,0,2.4573617,0,0,0,0,0,28,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45866665,1.704748,0,2013,2,1,0,0,0,0,1,0,0
0,0,0,0,0,1.0995251,0,0,0,0,0,0,1,0,1.6094379,0,0,0,0,0,0,0,0,0,0,0,0.14285715,0,0.14285715,0.14285715,0.14285715,0.14285715,0,0,0.14285715,0,0,0,0,0,0,0,0,0,0,0,0,0.14285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094666667,2.1972246,0,2013,4,1,0,0,1,0,0,0,0
0,0,0,2.3025851,0,2.8915887,0,0,1,0,0,28,0,0,1.0986123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384,0.9932518,0,2015,2,1,0,0,1,0,0,0,0
0,0,0,3.3322046,0,3.3388362,0,0,1,0,0,91.699997,0,0,2.0794415,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0.33333334,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78845733,0,2015,2,0,0,0,0,0,1,0,0
0,1,0,0.69314718,0,2.563262,0,0,0,0,0,28,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1.83,0.95551145,0,2015,1,0,0,1,1,0,0,0,0
0,1,0,3.4657359,0,2.196311,0,0,0,0,0,94.5,0,1,2.3978953,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1.385,1.3350011,0.47000363,2012,2,1,0,0,1,0,0,0,0
0,1,0,3.6635616,0,2.6685591,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.6199999,1.0986123,0,2017,2,0,0,1,1,0,0,0,0
0,0,0,0,0,0.86859584,0,0,0,0,0,0,1,0,2.0794415,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,1.2960961,1.0217313,2014,2,0,0,0,1,0,0,0,0
0,0,0,0,0,2.2876799,0,0,0,0,0,28,0,0,1.7917595,0.33333334,0,0,0,0,0,0,0,0,0.33333334,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67333335,0.74193734,0.26236427,2011,3,1,0,1,0,0,1,0,0
0,1,0,4.9272537,0,2.3113141,1,0,0,0,0,78.900002,0,1,1.0986123,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74193734,0.34003732,2016,2,1,0,1,0,1,0,0,0
0,1,0,2.1972246,0,2.9894109,0,0,0,1,0,61.299999,0,0,1.3862944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67866665,0.91629076,0,2013,3,0,0,0,1,0,0,0,0
0,1,0,0.69314718,0,2.970906,1,0,0,0,0,0,1,0,0.69314718,0,0,0,0.2,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1.0647107,0,2015,2,1,0,1,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,51.200001,0,0,1.7917595,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,2.0794415,0,2017,4,1,0,1,1,0,0,0,0
0,0,0,2.0794415,0,1.9744614,1,0,0,0,0,78.900002,0,0,1.9459101,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986123,0,2017,2,0,0,0,0,1,0,0,0
0,1,0,5.4293456,0,2.3389037,1,0,0,0,1,91.699997,0,0,1.7917595,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.66933334,2.3978953,0,2015,2,1,0,0,1,0,0,0,0
0,0,0,0.69314718,0,2.9965539,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6677068,0.38865799,2010,2,0,0,0,0,0,0,0,0
0,1,0,2.7080503,0,3.4125483,0,0,0,1,1,71.199997,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91629076,0,2014,2,1,0,1,0,0,0,1,0
0,0,0,1.0986123,0,3.0377152,0,0,0,0,0,28,0,0,1.7917595,0,0,0.125,0,0,0,0,0,0,0,0,0.125,0.125,0,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,1.525,2.1400661,0.86499745,2017,2,1,0,1,0,0,0,0,0
,1,0,1.6094379,0,2.9268372,0,0,1,1,0,51.200001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69314718,0,2015,4,,,0,1,0,0,0,0
0,1,0,5.7235851,0,2.7220161,0,0,1,0,0,94.5,0,0,0.69314718,0,0,0,0.14285715,0,0,0,0,0,0,0,0.14285715,0,0.14285715,0,0,0.14285715,0,0,0.14285715,0,0,0,0,0,0,0,0,0,0,0,0,0.14285715,0,0,0,0,0,0,0,0.14285715,0,0,0,0,0,0,0,1.6094379,0,2011,2,1,0,0,1,0,0,0,0
0,1,0,1.7917595,0,2.9385095,0,0,0,1,0,51.5,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1.7917595,0,2014,1,1,0,0,0,0,1,0,0
0,0,0,1.0986123,0,2.9573331,0,0,0,0,0,0,1,0,1.0986123,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9459101,0,2017,4,1,0,1,1,0,0,0,0
0,0,0,1.0986123,0,2.4648438,0,0,0,1,0,28,0,0,1.0986123,0,0,0,0,0,0,0,0,0,0,0,0.33333334,0,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,2.3025851,0,2017,4,1,0,0,1,0,0,0,0
0,0,0,4.1896548,0,2.9243393,0,0,0,0,0,28,0,0,2.3025851,0,0,0.25,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.9932518,0,2010,5,0,0,0,1,0,0,0,0
0,1,0,2.6390574,0,2.8113813,1,0,1,0,0,94.5,0,0,0,0,0,0,0,0,0,0,0.16666667,0,0,0.16666667,0.16666667,0,0,0.16666667,0.16666667,0.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.5040774,0,2017,2,1,0,0,1,0,0,0,0
0,0,0,0.69314718,0,2.9969645,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3862944,0,2013,4,1,0,0,0,0,0,1,0
0,1,0,1.0986123,0,1.6949871,1,0,0,0,0,28,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78845733,0.25075871,2015,2,1,0,1,0,0,1,0,0
0,1,0,0.69314718,0,2.9247806,1,0,0,0,0,41,0,1,2.7080503,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80800003,1.4816046,0,2012,1,1,0,0,1,0,0,0,0
0,0,0,1.7917595,0,2.073947,1,0,0,0,0,61.299999,0,1,1.7917595,0,0,0.2,0.2,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.94400001,1.3862944,0,2017,4,0,0,0,0,0,0,0,0
0,1,0,1.0986123,0,2.4168918,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.63,0.83290911,0,2014,2,1,0,1,1,0,0,0,0
0,1,0,2.1972246,0,2.7885563,1,0,0,0,0,28,0,1,1.3862944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69314718,0.35767445,2016,1,0,0,1,0,1,0,0,0
1,1,0,2.1972246,0,2.8906763,0,0,1,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333334,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,2.1041341,0,2012,1,1,0,0,1,0,0,0,0
0,1,0,3.2580965,0,2.4580655,1,0,1,0,0,94.5,0,0,1.3862944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97600001,1.3862944,0,2016,3,1,0,1,1,0,0,0,0
0,0,0,0.69314718,0,3.2434483,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.515,1.9459101,0,2014,5,1,0,0,0,0,0,0,0
0,1,0,0.69314718,0,1.4865736,1,0,0,0,0,63.5,0,0,0.69314718,0,0,0.33333334,0,0,0,0,0,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69314718,0,2015,1,1,0,0,0,1,0,0,0
0,1,0,3.2958369,0,2.4417512,0,0,0,0,0,35.799999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.78845733,0.048790164,2016,4,1,0,1,0,1,0,0,0
0,0,0,3.713572,0,2.3767519,0,0,0,0,0,38.099998,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0,0.125,0,0,0.125,0,0,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.74193734,0,2014,1,1,0,1,0,0,0,0,0
0,0,0,1.0986123,0,2.0663424,0,0,0,0,0,94.699997,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1631508,0.60157996,2011,2,1,0,0,0,1,0,0,0
1,1,0,1.6094379,0,3.0686262,0,0,0,1,1,61.5,0,0,0,0,0,0,0,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333334,0,0,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4299999,1.2946998,0,2008,2,1,0,0,0,0,0,0,0
,0,0,0.69314718,0,2.6731088,0,0,0,0,0,47.799999,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93066669,2.1972246,0,2008,2,,,0,0,0,0,0,0
0,0,0,1.0986123,0,2.6355286,0,0,0,1,0,28,0,0,1.3862944,0,0,0,0,0,0,0,0,0,0,0.16666667,0.16666667,0,0.16666667,0.16666667,0.16666667,0,0,0,0,0,0,0.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5151272,0.26236427,2013,2,1,0,0,0,0,0,0,0
0,0,0,5.7235851,0,2.4500599,1,0,0,0,0,89.599998,0,0,1.3862944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.384165,0,2017,3,1,0,0,0,0,0,0,1
1,0,0,4.8283138,0,2.559243,0,0,0,0,0,98.599998,0,0,0.69314718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.91629076,0,2011,1,0,0,0,1,0,0,0,0
0,1,0,3.8066626,0,2.3153796,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333334,0,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20133333,1.3862944,0,2008,2,1,1,0,0,0,1,0,0
0,1,0,3.4657359,0,2.7211151,1,0,1,1,0,94.5,0,0,0,0,0,0,0.16666667,0,0,0,0,0,0,0.16666667,0.16666667,0,0,0,0,0.16666667,0,0.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26266667,1.1939225,0.019802628,2013,1,1,0,1,0,0,0,0,0
0,0,0,3.713572,0,2.5399828,1,0,0,0,0,79.5,0,1,3.9120231,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3083328,0.26236427,2008,3,0,0,0,1,0,0,0,0
0,0,0,2.3025851,0,2.2577596,0,0,1,0,0,85.400002,0,0,0.69314718,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.915,1.178655,0,2016,4,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,99.199997,0,0,2.9444389,0.25,0,0,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,1.5496879,0.050693113,2007,3,1,0,1,1,0,0,0,0
0,1,0,1.9459101,0,1.889143,0,0,0,0,0,97.5,0,0,2.9957323,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2.72,1.0647107,0,2011,3,1,0,1,0,1,0,0,0
0,0,0,1.6094379,0,2.7388053,1,0,0,0,0,90.400002,0,0,0.69314718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333334,0.33333334,0,0,0,0,0,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74193734,0,2013,1,0,0,0,0,1,0,0,0
0,1,0,0,0,2.2189057,1,0,0,0,0,28,0,0,1.3862944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5475625,0,2017,3,1,0,1,0,0,0,0,0
0,1,0,1.3862944,0,2.5672648,1,0,0,0,0,92.099998,0,0,1.0986123,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1.3862944,0,2016,2,1,0,1,0,0,1,0,0
